ID,Hospital Name,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,Score,District,Risk
1148,"Melendez, Green and Shaffer Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1149,Stafford and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1150,Goodwin-Owen Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1151,Smith-Bell Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1152,"Cook, Haynes and Romero General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1153,Ritter-Willis Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1154,"Clark, Cook and Frazier General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1155,Mcpherson-Barron Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1156,"Kramer, Green and Bailey General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1157,Humphrey-Montgomery Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1158,"Sanchez, Miles and French Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1159,"Waller, Nunez and Fuentes General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1160,Wang-Le Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1161,"Winters, Jimenez and Reed General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1162,"Ponce, Hernandez and Hoffman Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1163,"Cross, Hill and Johnson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1164,"Vega, Taylor and Miller Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1165,Miles-Harvey Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1166,Chung General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1167,Smith-Watson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1168,Erickson-Stephens General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1169,Huffman Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1170,"Roberts, Kelly and Chavez Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1171,"Williams, Brewer and Hancock Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1172,Fisher Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1173,Dennis Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1174,Jones Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1175,Tyler PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1176,"Miller, Watson and Parker Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1177,Wheeler-King Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1178,Ramirez-Smith General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1179,"Sanchez, Stevenson and Torres Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1180,Mathews-Herrera Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1181,Cain-Smith Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1182,Cruz-Anderson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1183,"Marshall, Davis and Rodriguez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1184,Carr Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1185,Moore Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1186,Ross-Ferguson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1187,Haynes-Goodwin General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1188,Sawyer-Brooks General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1189,Warren General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1190,Lewis Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1191,Smith-Robinson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1192,Taylor-Blair Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1193,Foster-Foster Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1194,Howe-Meyer Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1195,"Martinez, Smith and Flores Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1196,Evans Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1197,Beard and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1198,"Robinson, Sharp and Acosta General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1199,"Miller, Hester and Hughes General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1200,Baker-Richards General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1201,Dickerson PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1202,Whitehead Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1203,Weaver-Rose General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1204,Reese Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1205,"Macdonald, Garcia and Ali General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1206,"Nelson, Roberts and Foster Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1207,"Grant, Hill and Martinez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1208,Garza-Walker Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1209,"Hunter, Orr and Smith Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1210,"Hunter, Ballard and Gray Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1211,"Mcdonald, Romero and Young General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1212,"Owens, English and Baird General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1213,Roberts Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1214,Turner-Clark Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1215,Wilson-Robinson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1216,Thomas-Cowan Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1217,"Newman, Smith and Fuentes Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1218,Burns-Robbins General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1219,"Rice, Thompson and Hopkins Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1220,Johnson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1221,"Burns, Grant and Higgins General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1222,Harrison and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1223,Miranda and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1224,Cochran-Bennett Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1225,"Salas, Cantu and Bailey Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1226,"Rhodes, Lambert and Cook General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1227,Smith-Ortega Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1228,Burns PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1229,Snyder and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1230,Martinez PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1231,Young Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1232,Ramirez PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1233,Murphy General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1234,Flores and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1235,Thompson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1236,Reid Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1237,King Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1238,Owens-Boyd Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1239,"Rich, Carter and Chandler Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1240,Ramirez-Jackson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1241,Larson-Johnson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1242,Reyes-Carlson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1243,"Parks, Burnett and Mooney Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1244,"Moore, Mendoza and Marshall General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1245,"James, Grant and Brown General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1246,Lewis-Wood Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1247,"Ramsey, Gordon and Chapman Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1248,"Ho, Adams and Washington Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1249,"Guerrero, Williams and Robinson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1250,Ray and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1251,"Hill, Shah and Harrison General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1252,Smith Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1253,"Chandler, Dougherty and Walker Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1254,"Harris, White and Barnett Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1255,Cooper Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1256,"Rodriguez, Gordon and Stone Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1257,Lane Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1258,Oconnell Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1259,"Thomas, Kennedy and Hatfield Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1260,"Simmons, Sexton and Mendez Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1261,Rivera-Martin Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1262,Martin General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1263,Mosley-Burns Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1264,"Robertson, Jacobs and Green Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1265,"Miller, Ramsey and Barrett Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1266,"Lane, Jimenez and Johnson Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1267,Moore-Kelly Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1268,Henry Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1269,"Green, Arnold and Gay General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1270,Moore-Mason Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1271,Lambert-Keith Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1272,Munoz-Jackson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1273,"Smith, Jones and Rodriguez Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1274,Armstrong-Griffith Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1275,"Kramer, Lara and Mclaughlin Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1276,Hart-Alexander Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1277,"Ramos, Reed and Lewis General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1278,"Reed, Franklin and Smith Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1279,Chandler-Fischer Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1280,"Robinson, Martinez and Mathis General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1281,Lee Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1282,Jackson-Ortiz Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1283,"Weaver, Madden and Gibson General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1284,"Lambert, Johnson and Whitehead Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1285,Schneider-Garcia General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1286,Carter PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1287,Smith-Hernandez General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1288,Smith-Johnson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1289,"Taylor, Tate and Barr Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1290,Villarreal-Sanders General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1291,"Long, Garza and Martin Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1292,Carpenter-Moore Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1293,Russell-Chen Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1294,Hubbard Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1295,"Gomez, Russell and Scott Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1296,Hayes-Turner General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1297,"Jones, Williams and Cross Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1298,"Johnston, Burns and Villa General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1299,Collins and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1300,Murphy Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1301,"Clark, Schultz and Roy Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1302,Maxwell-Davis Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1303,Mitchell-Lee Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1304,"Smith, Weber and Pena Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1305,"Watson, Barker and Smith General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1306,White-Leonard Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1307,Whitaker Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1308,Anderson and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1309,"Nguyen, Ashley and Dorsey General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1310,Gonzalez Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1311,Sweeney PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1312,Buchanan-Dyer Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1313,"Olson, Clay and Flores General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1314,Foster PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1315,Ramos-Li General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1316,Conley and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1317,"Wheeler, Wilson and Harrington Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1318,Jones-Hester Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1319,"Haynes, Craig and Young Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1320,Thompson-Deleon Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1321,Anderson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1322,Martinez-Moss Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1323,Anderson-Rush Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1324,Johnson Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1325,Jensen Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1326,Mckay Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1327,Manning General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1328,"Ferguson, Raymond and Walker General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1329,Carter Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1330,"Thompson, Ward and Webb Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1331,Benson-Ferguson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1332,Sanchez Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1333,Perez-Wilson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1334,Charles-Montgomery Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1335,"Lewis, Rodriguez and Davis General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1336,Robinson and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1337,Lang Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1338,Bridges-Gallagher Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1339,"Rivera, Jones and Miller Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1340,Fuller General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1341,"Ray, Martinez and Martinez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1342,Anderson PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1343,Wilkerson-Baker Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1344,Jordan-Pope Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1345,Henson-Le Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1346,"Phillips, Williams and Owens Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1347,"Arnold, Green and Wright Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1348,Johnson Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1349,Smith-Jordan Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1350,"Brown, Horton and Randall Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1351,Raymond-Waller Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1352,Flynn PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1353,Jackson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1354,"Taylor, May and Shaw Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1355,Terrell-Simmons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1356,Pena PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1357,"Vang, Sheppard and Pierce Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1358,"Blackburn, Evans and Smith Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1359,"Stephens, Hood and Johnson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1360,Gonzales-Moreno Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1361,Perry and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1362,Brown Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1363,Hill Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1364,Murphy-Allen Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1365,"Lee, Martin and Wilson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1366,Gallagher-Harvey Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1367,Castro-Duncan General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1368,Weiss-Tyler General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1369,"Duncan, Palmer and Thompson Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1370,Beltran-Gill Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1371,"Dennis, Hamilton and Brooks General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1372,Cox-Gentry Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
